Iteration,Case_ID,Target_IP,Category,Expected_Verdict,Model,Model,Verdict,SR,Latency,Tokens
3,40,172.16.0.1,DoS Slowhttptest,Malicious,Llama-PcapLog,Default,Malicious,1,2.0114,141
3,41,192.168.10.50,BENIGN,Benign,Llama-PcapLog,Default,Malicious,0,1.9567,141
3,42,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,1.8756,150
3,43,205.174.165.73,Bot,Malicious,Llama-PcapLog,Default,Benign,0,2.2894,64
3,44,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.2723,141
3,45,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.1973,142
3,46,192.168.10.8,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.3017,99
3,47,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,1.9585,147
3,48,192.168.10.12,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.0406,116
3,49,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.0313,141
3,50,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,1.8578,141
3,51,192.168.10.16,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,1.8641,80
3,52,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0684,141
3,53,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,1.9898,141
3,54,172.16.0.1,SSH-Patator,Malicious,Llama-PcapLog,Default,Malicious,1,2.3244,141
3,55,192.168.10.25,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,1.9335,99
3,56,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0508,141
3,57,192.168.10.3,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,1.9694,89
3,58,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.1094,142
3,59,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.3162,142
3,60,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.2504,140
3,61,192.168.10.16,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.2419,80
3,62,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0569,141
3,63,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.3282,141
3,64,69.16.175.10,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.2578,64
3,65,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0704,143
3,66,172.16.0.1,DoS Slowhttptest,Malicious,Llama-PcapLog,Default,Malicious,1,2.0367,142
3,67,54.70.122.167,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.0313,64
3,68,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.1495,140
3,69,192.168.10.9,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,1.9978,85
3,70,192.168.10.17,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.2137,64
3,71,192.168.10.15,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.1325,91
3,72,192.168.10.14,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.0635,64
3,73,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,1.9714,141
3,74,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.0478,142
3,75,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.194,142
3,76,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.161,144
3,77,192.168.10.51,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.3137,125
3,78,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,1.9974,140
3,79,192.168.10.50,BENIGN,Benign,Llama-PcapLog,Default,Malicious,0,2.6044,142
3,80,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.0833,141
3,81,192.168.10.15,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.256,91
3,82,192.168.10.3,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.1912,89
3,83,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.1126,143
3,84,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.0123,142
3,85,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.1013,142
3,86,192.168.10.9,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.0119,81
3,87,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.3067,142
3,88,192.168.10.51,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,1.9628,127
3,89,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.1649,140
3,90,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.0987,142
3,91,23.61.187.27,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.0056,64
3,92,192.168.10.9,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.3208,83
3,93,52.84.40.212,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.1646,64
3,94,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.2288,140
3,95,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.04,144
3,96,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0033,155
3,97,172.16.0.1,DoS slowloris,Malicious,Llama-PcapLog,Default,Malicious,1,2.2639,140
3,98,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,2.1523,146
3,99,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,2.0151,142
3,100,172.16.0.1,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.14,144
3,101,172.16.0.2,Infiltration,Malicious,Llama-PcapLog,Default,Malicious,1,2.3973,82
3,102,172.16.0.2,Web Attack Sql Injection,Malicious,Llama-PcapLog,Default,Malicious,1,2.0104,82
3,103,172.16.0.3,Infiltration,Malicious,Llama-PcapLog,Default,Malicious,1,1.8771,64
3,104,172.16.0.1,DDoS,Malicious,Llama-PcapLog,Default,Malicious,1,1.9799,140
3,105,192.168.10.25,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,2.1488,97
3,106,192.168.10.51,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,2.4012,122
3,107,172.16.0.2,SSH-Patator,Malicious,Llama-PcapLog,Default,Malicious,1,1.9891,81
3,108,10.0.0.5,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,1.8689,64
3,109,172.16.0.3,PortScan,Malicious,Llama-PcapLog,Default,Malicious,1,2.0514,64
3,110,172.16.0.1,DoS Hulk,Malicious,Llama-PcapLog,Default,Malicious,1,1.9903,138
3,111,192.168.10.8,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,1.9016,95
3,112,192.168.10.5,Infiltration,Malicious,Llama-PcapLog,Default,Malicious,1,1.9058,133
3,113,192.168.10.12,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.1044,103
3,114,192.168.10.19,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.033,64
3,115,192.168.10.9,BENIGN,Benign,Llama-PcapLog,Default,Benign,1,2.1996,76
3,116,172.16.0.2,DoS Slowloris,Malicious,Llama-PcapLog,Default,Malicious,1,2.0674,79
3,117,172.16.0.4,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,1.971,64
3,118,192.168.10.30,Infiltration,Malicious,Llama-PcapLog,Default,Benign,0,2.3344,64
3,119,172.16.0.1,FTP-Patator,Malicious,Llama-PcapLog,Default,Malicious,1,2.1565,137
3,120,192.168.10.5,BENIGN,Benign,Llama-PcapLog,Default,Malicious,0,1.9749,132
